epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2219.08,3.19927,2.27416,0.7137,0.59037,0.51724,0.44186,0.13427,3.3702,2.08519,0.73602,0.0013268,0.0013268,0.0013268
19,2334.44,3.27556,2.0877,0.70055,0.77529,0.51724,0.51712,0.16237,3.19885,1.85013,0.70745,0.0012872,0.0012872,0.0012872
20,2450.65,3.1177,1.93352,0.68265,0.72614,0.51724,0.53127,0.16983,3.11483,1.88032,0.72068,0.0012476,0.0012476,0.0012476
21,2566.05,3.19452,1.8947,0.69868,0.75059,0.46552,0.50161,0.18623,3.01837,1.74104,0.72097,0.001208,0.001208,0.001208
22,2689.14,3.05608,1.8684,0.68896,0.75959,0.51724,0.62435,0.1699,3.06124,1.74939,0.70259,0.0011684,0.0011684,0.0011684
23,2809.14,3.17545,1.83542,0.70476,0.76575,0.60345,0.62746,0.19421,3.02005,1.57534,0.71072,0.0011288,0.0011288,0.0011288
24,2929.44,3.10534,1.74258,0.69515,0.93533,0.49873,0.54702,0.18395,3.09017,1.62408,0.69881,0.0010892,0.0010892,0.0010892
25,3047.29,3.11402,1.68027,0.6946,0.7603,0.55172,0.59793,0.2023,3.05398,1.53927,0.70631,0.0010496,0.0010496,0.0010496
26,3151.8,2.99452,1.62457,0.68278,0.70687,0.49895,0.52575,0.19824,3.04443,1.57207,0.72189,0.00101,0.00101,0.00101
27,3263,2.99006,1.60538,0.70164,0.84137,0.53448,0.58127,0.20203,2.95497,1.64154,0.70688,0.0009704,0.0009704,0.0009704
28,3374.85,3.04083,1.5405,0.69225,0.6787,0.55172,0.52331,0.15213,3.22956,1.59487,0.70689,0.0009308,0.0009308,0.0009308
29,3487.84,2.8446,1.51109,0.70835,0.74404,0.60146,0.61997,0.23598,2.9633,1.36326,0.70534,0.0008912,0.0008912,0.0008912
30,3604.2,2.84102,1.40846,0.69144,0.81678,0.5,0.57878,0.23111,2.84446,1.48272,0.7125,0.0008516,0.0008516,0.0008516
31,3717.96,2.8097,1.40849,0.69206,0.80061,0.55388,0.62478,0.21808,2.90636,1.40491,0.71903,0.000812,0.000812,0.000812
32,3836.92,2.89384,1.42877,0.69123,0.77868,0.60345,0.64255,0.2296,2.90158,1.40525,0.7185,0.0007724,0.0007724,0.0007724
33,3950.29,2.94968,1.38942,0.68228,0.86797,0.55172,0.59972,0.2121,2.96238,1.33407,0.70861,0.0007328,0.0007328,0.0007328
34,4070.98,2.89902,1.37347,0.68514,0.88122,0.58621,0.66987,0.26646,2.83037,1.23964,0.69871,0.0006932,0.0006932,0.0006932
35,4203.7,2.92375,1.36413,0.68561,0.85844,0.60345,0.66264,0.27788,2.69673,1.20541,0.69973,0.0006536,0.0006536,0.0006536
36,4336.43,2.961,1.43619,0.68894,0.87147,0.60345,0.6838,0.27614,2.6772,1.17441,0.70358,0.000614,0.000614,0.000614
37,4469.33,2.69922,1.25258,0.68199,0.71484,0.64838,0.6654,0.2716,2.80337,1.23496,0.7,0.0005744,0.0005744,0.0005744
38,4601.86,2.7822,1.20815,0.68768,0.78552,0.63793,0.65548,0.26369,2.82775,1.23084,0.69816,0.0005348,0.0005348,0.0005348
39,4730.94,2.8833,1.28359,0.68145,0.7978,0.58621,0.61777,0.24534,2.86314,1.23158,0.71205,0.0004952,0.0004952,0.0004952
40,4854.89,2.80902,1.24449,0.68822,0.79275,0.59366,0.63761,0.24496,2.80654,1.26031,0.71768,0.0004556,0.0004556,0.0004556
41,4979.46,2.62558,1.3535,0.69708,0.90417,0.53448,0.64511,0.24435,2.80964,1.33289,0.72204,0.000416,0.000416,0.000416
42,5126.58,2.47259,1.23301,0.71265,0.83869,0.53794,0.59721,0.24031,2.93374,1.26949,0.71104,0.0003764,0.0003764,0.0003764
43,5268.4,2.58971,1.248,0.71147,0.86178,0.60345,0.64753,0.21817,2.94463,1.2491,0.72308,0.0003368,0.0003368,0.0003368
44,5414.46,2.4358,1.21936,0.72403,0.81545,0.62069,0.67646,0.26063,2.76629,1.15393,0.72703,0.0002972,0.0002972,0.0002972
45,5540.83,2.58167,1.24316,0.68808,0.81775,0.61894,0.67125,0.26106,2.71458,1.12283,0.71664,0.0002576,0.0002576,0.0002576
46,5648.97,2.45608,1.19434,0.68688,0.88556,0.58621,0.67792,0.27302,2.72125,1.15023,0.71077,0.000218,0.000218,0.000218
47,5757.77,2.33985,1.16931,0.71369,0.88611,0.58621,0.66338,0.28167,2.71876,1.15009,0.71235,0.0001784,0.0001784,0.0001784
48,5867.17,2.36751,1.14997,0.70884,0.7798,0.63793,0.66251,0.28873,2.73742,1.16082,0.71595,0.0001388,0.0001388,0.0001388
49,5976.2,2.34206,1.13413,0.69217,0.87575,0.60769,0.6748,0.29688,2.70974,1.16307,0.71105,9.92e-05,9.92e-05,9.92e-05
50,6085.26,2.40971,1.16992,0.70698,0.86551,0.63793,0.6875,0.2932,2.70501,1.15926,0.70729,5.96e-05,5.96e-05,5.96e-05
